families	query_name	accession	e_value	score	bias	e_value_dom	score_dom	bias_dom	exp	reg	clu	ov	env	dom	rep	inc	description
GCF_000318545.1_ASM31854v1_genomic_CDS_0733	PEPCK_N	PF17297.5	6.5e-98	322.6	0.0	8.3e-98	322.2	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0413	Peptidase_A8	PF01252.21	1.2e-30	102.6	2.3	1.5e-30	102.3	2.3	1.0	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0182	Peptidase_C26	PF07722.16	5E-13	45.2	0.0	1.1e-10	37.6	0.0	2.6	1	1	1	2	2	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0902	Peptidase_C48	PF02902.22	2.6e-11	39.7	0.1	4E-11	39.1	0.1	1.2	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0897	Peptidase_C48	PF02902.22	5.1e-07	25.7	0.0	1.2e-06	24.5	0.0	1.5	1	1	0	1	1	1	1	-
GCF_002776885.1_ASM277688v1_genomic_CDS_0166	Peptidase_C58	PF03543.17	2.3e-07	26.7	1.1	1.5e-05	20.7	0.1	2.3	2	0	0	2	2	0	0	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0832	Peptidase_M16	PF00675.23	2.9e-28	94.7	0.0	6.7e-28	93.5	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0842	Peptidase_M16	PF00675.23	7.4e-10	34.9	0.4	4.5e-09	32.4	0.0	2.1	2	0	0	2	2	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0842	Peptidase_M16_C	PF05193.24	2.1e-35	118.3	0.0	2E-22	76.0	0.0	3.3	4	0	0	4	4	2	2	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0832	Peptidase_M16_C	PF05193.24	8.3e-26	87.1	2.6	7.2e-18	61.2	0.2	2.7	2	0	0	2	2	2	2	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0832	Peptidase_M16_M	PF16187.8	1.6e-40	135.0	3.2	1.6e-40	135.0	3.2	2.5	4	0	0	4	4	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0045	Peptidase_M17	PF00883.24	7.4e-119	392.5	0.3	9.7e-119	392.2	0.3	1.1	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0045	Peptidase_M17_N	PF02789.20	1.4e-20	69.5	0.1	4E-20	68.0	0.1	1.8	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0393	Peptidase_M19	PF01244.24	9.5e-34	112.9	0.0	1.2e-33	112.5	0.0	1.1	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0584	Peptidase_M24	PF00557.27	4E-66	218.6	0.1	6.4e-66	218.0	0.1	1.3	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0873	Peptidase_M24	PF00557.27	4.2e-52	172.8	0.0	6.4e-52	172.2	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0111	Peptidase_M3	PF01432.23	2.8e-86	286.5	5.2	3.5e-86	286.2	5.2	1.1	1	0	0	1	1	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0111	Peptidase_M3_N	PF08439.13	1.2e-15	53.5	0.1	4E-15	51.8	0.1	1.9	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0861	Peptidase_M41	PF01434.21	2.9e-74	245.0	0.3	6E-74	244.0	0.3	1.5	1	0	0	1	1	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0072	Peptidase_M50	PF02163.25	1E-69	231.2	0.3	2E-42	141.5	0.1	4.0	4	0	0	4	4	2	2	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0841	Peptidase_M50	PF02163.25	2.6e-23	78.7	2.3	1.1e-13	47.1	0.2	2.2	1	1	1	2	2	2	2	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0561	Peptidase_S11	PF00768.23	1.1e-40	135.6	0.0	2.5e-40	134.3	0.0	1.5	1	1	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0214	Peptidase_S15	PF02129.21	1.6e-07	27.1	0.0	4.2e-07	25.7	0.0	1.6	2	0	0	2	2	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0600	Peptidase_S26	PF10502.12	2.7e-32	108.0	0.0	8.1e-20	67.4	0.0	2.3	2	0	0	2	2	2	2	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0450	Peptidase_S41	PF03572.21	3.9e-45	149.3	1.2	6.5e-45	148.6	1.2	1.4	1	0	0	1	1	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0875	Peptidase_S41	PF03572.21	2.2e-42	140.4	0.0	3.1e-42	139.9	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0841	Peptidase_S46	PF10459.12	1.4e-07	26.5	0.7	0.00054	14.6	0.0	2.1	2	0	0	2	2	0	0	-
GCF_001398215.1_7501_6_50_genomic_CDS_0634	Peptidase_S49	PF01343.21	5.9e-33	109.9	0.0	9.2e-33	109.3	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0810	Pept_tRNA_hydro	PF01195.22	3.4e-50	166.3	0.0	4.1e-50	166.0	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002776845.1_ASM277684v1_genomic_CDS_0361	Pep_deformylase	PF01327.24	2.7e-50	166.0	0.0	3.1e-50	165.8	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0206	PFK	PF00365.23	2.6e-41	137.7	0.0	6.9e-41	136.3	0.0	1.6	1	1	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0203	PFK	PF00365.23	1.4e-35	118.9	0.0	5E-35	117.1	0.0	1.7	1	1	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0382	PGI	PF00342.22	2.8e-113	375.0	0.0	4.1e-113	374.5	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0709	PGK	PF00162.22	9.1e-144	475.0	0.0	1E-143	474.8	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0833	PGM_PMM_I	PF02878.19	9.8e-48	157.3	0.2	2.4e-47	156.1	0.1	1.8	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0294	PGM_PMM_I	PF02878.19	6.2e-43	141.8	0.0	4.2e-42	139.1	0.0	2.2	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0294	PGM_PMM_II	PF02879.19	6.8e-21	70.8	0.0	2E-20	69.3	0.0	1.8	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0833	PGM_PMM_II	PF02879.19	1.8e-17	59.9	0.0	4.1e-17	58.7	0.0	1.7	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0833	PGM_PMM_III	PF02880.19	9.8e-33	108.7	0.3	6.6e-32	106.1	0.1	2.2	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0294	PGM_PMM_III	PF02880.19	7.6e-20	67.2	0.1	1.5e-19	66.2	0.1	1.5	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0833	PGM_PMM_IV	PF00408.23	1.3e-14	50.1	0.2	8.5e-14	47.5	0.2	2.3	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0294	PGM_PMM_IV	PF00408.23	8.3e-08	28.3	0.0	2.8e-07	26.7	0.0	1.9	1	1	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0350	Phage_integrase	PF00589.25	5E-47	155.8	1.1	6.7e-47	155.4	0.2	1.6	2	0	0	2	2	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0882	Phage_integrase	PF00589.25	5.4e-40	132.9	0.1	1.9e-39	131.1	0.1	1.8	2	0	0	2	2	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0923	Phage_integrase	PF00589.25	2.1e-20	69.1	0.7	3.1e-20	68.6	0.1	1.5	2	0	0	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0780	Phage_integrase	PF00589.25	2.4e-09	33.1	0.0	2.9e-09	32.9	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0897	Phage_integrase	PF00589.25	7.8e-09	31.5	0.1	1.3e-08	30.7	0.1	1.4	1	1	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0882	Phage_int_SAM_1	PF02899.20	9.6e-22	73.0	0.7	2.1e-20	68.7	0.1	2.5	2	1	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0350	Phage_int_SAM_1	PF02899.20	5.9e-13	44.9	4.1	2.2e-06	23.8	0.0	3.9	4	1	0	4	4	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0350	Phage_int_SAM_4	PF13495.9	2.3e-08	30.4	1.5	3.2e-07	26.8	0.3	2.9	2	1	0	2	2	0	0	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0350	Phage_int_SAM_5	PF13102.9	3.2e-06	23.4	1.3	0.00047	16.5	0.7	3.6	2	2	1	3	3	0	0	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0859	Phe_tRNA-synt_N	PF02912.21	6.5e-17	57.2	0.8	9.2e-17	56.7	0.1	1.6	2	0	0	2	2	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0706	PHO4	PF01384.23	4.3e-108	357.4	28.3	5.1e-108	357.2	28.3	1.1	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0016	PhoH	PF02562.19	6.2e-46	152.4	0.0	9.1e-46	151.8	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0824	Phosphorylase	PF00343.23	0 1063.3	0.0	0 1063.1	0.0	1.0	1	0	0	1	1	1	1	-		
GCF_001183765.1_ASM118376v1_genomic_CDS_0705	PhoU_div	PF01865.19	1.7e-81	268.6	0.1	1.9e-81	268.4	0.1	1.0	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0558	PHP	PF02811.22	3E-50	166.9	0.3	1.7e-49	164.5	0.0	2.3	2	0	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0663	PIF1	PF05970.17	2.5e-10	35.9	0.1	3.8e-10	35.3	0.1	1.2	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0016	PIN_4	PF13638.9	5.7e-19	64.7	0.0	1.3e-18	63.5	0.0	1.7	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0331	PK	PF00224.24	6.3e-119	392.8	0.3	7.6e-119	392.5	0.3	1.1	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0302	Pkinase	PF00069.28	6.8e-45	149.4	0.0	1E-44	148.8	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0683	Pkinase	PF00069.28	5.8e-36	120.1	0.0	1.2e-35	119.1	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0144	Pkinase	PF00069.28	2E-14	49.5	0.0	4.6e-14	48.3	0.0	1.6	1	1	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0331	PK_C	PF02887.19	2.7e-20	68.7	0.0	1.4e-19	66.4	0.0	2.2	2	1	0	2	2	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0302	PK_Tyr_Ser-Thr	PF07714.20	3.5e-27	91.2	0.0	3.7e-20	68.2	0.0	2.4	2	0	0	2	2	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0683	PK_Tyr_Ser-Thr	PF07714.20	4.6e-23	77.7	0.0	1.9e-22	75.7	0.0	2.0	2	0	0	2	2	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0144	PK_Tyr_Ser-Thr	PF07714.20	3.5e-08	29.0	0.1	1.1e-07	27.3	0.1	1.9	1	1	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0082	PLDc	PF00614.25	8.3e-09	31.3	0.0	9.3e-05	18.5	0.0	2.6	2	0	0	2	2	0	0	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0153	PLDc	PF00614.25	1.4e-08	30.6	0.8	5.1e-05	19.3	0.0	2.4	2	0	0	2	2	0	0	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0471	PLDc	PF00614.25	9.7e-08	27.9	8.2	0,00006	19.1	0.1	3.6	4	0	0	4	4	0	0	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0157	PLDc	PF00614.25	2.4e-07	26.7	0.5	2.2e-05	20.5	0.0	2.4	2	0	0	2	2	0	0	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0156	PLDc	PF00614.25	4.1e-07	25.9	0.1	0.00042	16.4	0.0	2.6	2	0	0	2	2	0	0	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0153	PLDc	PF00614.25	2.5e-06	23.5	0.1	0.0086	12.3	0.0	2.7	2	0	0	2	2	0	0	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0157	PLDc	PF00614.25	2.7e-06	23.3	0.1	0.007	12.5	0.0	2.6	2	0	0	2	2	0	0	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0156	PLDc_2	PF13091.9	1E-35	118.5	2.8	2.3e-24	81.8	1.0	2.3	2	0	0	2	2	2	2	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0471	PLDc_2	PF13091.9	1.7e-34	114.5	0.0	1.9e-26	88.5	0.0	2.4	2	0	0	2	2	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0157	PLDc_2	PF13091.9	2.1e-33	111.0	2.5	1E-22	76.4	0.0	3.0	2	1	0	2	2	2	2	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0153	PLDc_2	PF13091.9	2.4e-33	110.8	2.2	2.5e-22	75.1	0.0	3.0	2	1	0	2	2	2	2	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0157	PLDc_2	PF13091.9	2.6e-33	110.7	0.6	5.2e-23	77.4	0.2	2.3	2	0	0	2	2	2	2	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0082	PLDc_2	PF13091.9	1.1e-32	108.7	1.9	6.8e-22	73.7	0.2	2.6	2	1	0	2	2	2	2	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0153	PLDc_2	PF13091.9	1.6e-23	79.0	0.2	5.1e-11	38.6	0.0	3.3	2	1	0	2	2	2	2	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0157	PLDc_2	PF13091.9	3.1e-18	61.9	0.1	1.5e-08	30.6	0.0	2.1	2	0	0	2	2	2	2	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0859	PNPase	PF03726.17	9.6e-10	34.8	2.6	1.8e-09	34.0	0.9	2.3	2	0	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0768	PNP_UDP_1	PF01048.23	3.3e-21	71.5	0.0	4.3e-21	71.2	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0715	PolyA_pol	PF01743.23	3.8e-39	129.9	0.0	5.8e-39	129.4	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0422	PolyA_pol	PF01743.23	5.7e-37	122.9	0.0	9.5e-37	122.2	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0422	PolyA_pol_RNAbd	PF12627.10	3.2e-16	54.8	0.1	7.5e-16	53.7	0.1	1.7	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0715	PolyA_pol_RNAbd	PF12627.10	4.3e-15	51.2	0.2	1.4e-14	49.5	0.2	1.9	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0647	polyprenyl_synt	PF00348.20	4.9e-38	126.6	0.0	7.3e-38	126.0	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0264	Polysacc_deac_1	PF01522.24	1.5e-08	30.6	0.0	2.4e-08	30.0	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0296	Porphobil_deam	PF01379.23	3.1e-45	150.2	0.0	3.8e-45	149.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0240	POTRA	PF07244.18	3.5e-56	183.7	5.8	7.3e-14	48.2	0.1	5.4	5	0	0	5	5	4	4	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0240	POTRA_1	PF08478.13	2.1e-08	30.4	0.0	0.0014	14.9	0.0	3.9	4	0	0	4	4	0	0	-
GCF_001398135.1_7501_6_52_genomic_CDS_0520	PP-binding	PF00550.28	4.5e-17	58.1	1.4	5E-17	57.9	1.4	1.0	1	0	0	1	1	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0259	PP2C	PF00481.24	2.2e-08	30.0	0.0	5.8e-05	18.7	0.0	2.1	2	0	0	2	2	0	0	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0259	PP2C_2	PF13672.9	5.6e-17	58.0	0.0	8.4e-17	57.4	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0157	PP_kinase_C	PF13090.9	4.3e-08	28.7	0.1	0,00000007	28.0	0.1	1.3	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0328	PRAI	PF00697.25	2.1e-33	111.6	0.0	2.4e-33	111.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_006508185.1_ASM650818v1_genomic_CDS_0711	Prenyltransf	PF01255.22	1.5e-76	252.7	0.0	1.7e-76	252.5	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0807	PriA_3primeBD	PF17764.4	1.6e-22	75.2	0.2	1.6e-21	72.0	0.1	2.5	2	0	0	2	2	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0807	PriA_C	PF18074.4	1.1e-13	47.7	0.1	1.9e-11	40.6	0.0	3.3	3	0	0	3	3	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0807	PriA_CRR	PF18319.4	9.1e-08	27.9	5.0	9.1e-08	27.9	5.0	2.4	3	0	0	3	3	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0767	PrmA	PF06325.16	3.8e-07	25.7	0.0	5.8e-07	25.1	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0025	PrmA	PF06325.16	4.5e-07	25.5	0.0	9.3e-07	24.4	0.0	1.4	2	0	0	2	2	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0025	PrmC_N	PF17827.4	4.2e-08	29.7	0.6	8.3e-08	28.7	0.6	1.5	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0602	PseudoU_synth_1	PF01416.23	2.1e-39	130.3	0.0	6.5e-30	99.8	0.0	2.1	2	0	0	2	2	2	2	-
GCF_001398135.1_7501_6_52_genomic_CDS_0649	PseudoU_synth_2	PF00849.25	6.9e-30	100.2	0.0	1.1e-29	99.6	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0678	PseudoU_synth_2	PF00849.25	5.7e-29	97.2	0.3	8.1e-29	96.7	0.3	1.2	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0736	PseudoU_synth_2	PF00849.25	5.8e-17	58.2	0.0	3.5e-16	55.6	0.0	1.9	1	1	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0712	PS_Dcarbxylase	PF02666.18	5E-59	195.2	0.0	6E-59	194.9	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0626	Pterin_bind	PF00809.25	5.8e-70	231.6	0.0	7.3e-70	231.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183805.1_ASM118380v1_genomic_CDS_0341	PTS-HPr	PF00381.22	7.8e-19	63.7	0.0	8.9e-19	63.5	0.0	1.1	1	0	0	1	1	1	1	-
GCF_003788785.1_ct114V1_genomic_CDS_0290	PTS_EIIA_2	PF00359.25	2.8e-33	110.8	0.0	3.5e-33	110.5	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0294	PTS_EIIA_2	PF00359.25	1.7e-20	69.4	0.0	2.2e-20	69.0	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0375	PvlArgDC	PF01862.19	3E-34	114.1	0.0	3.5e-34	113.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0789	Pyrophosphatase	PF00719.22	5.1e-44	145.8	0.0	5.9e-44	145.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	Pyr_redox	PF00070.30	1.2e-22	76.2	2.3	4E-20	68.1	0.1	2.6	2	0	0	2	2	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0098	Pyr_redox	PF00070.30	1.2e-18	63.3	0.3	8.1e-17	57.5	0.0	2.7	3	0	0	3	3	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	Pyr_redox_2	PF07992.17	3.4e-71	235.8	0.2	4.3e-71	235.5	0.2	1.1	1	0	0	1	1	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0098	Pyr_redox_2	PF07992.17	1E-48	162.0	0.1	1.3e-48	161.7	0.1	1.0	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0854	Pyr_redox_2	PF07992.17	9.1e-08	27.6	0.0	8.5e-07	24.4	0.0	2.2	1	1	0	1	1	0	0	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0514	Pyr_redox_2	PF07992.17	1.9e-07	26.5	0.3	3.8e-07	25.5	0.3	1.5	1	0	0	1	1	0	0	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0098	Pyr_redox_3	PF13738.9	4.6e-25	84.4	0.1	6.5e-22	74.0	0.0	2.1	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	Pyr_redox_3	PF13738.9	5.7e-17	57.8	0.7	3.5e-11	38.8	0.0	2.1	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	Pyr_redox_dim	PF02852.25	1.9e-33	111.0	0.3	4.1e-33	109.9	0.3	1.6	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0259	QSregVF_b	PF12843.10	1.5e-10	36.8	0.3	1.6e-09	33.5	0.1	2.2	2	0	0	2	2	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0549	QSregVF_b	PF12843.10	0,000000004	32.2	0.1	7.8e-09	31.3	0.1	1.4	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0872	QueC	PF06508.16	2.5e-06	23.1	0.0	0.00017	17.1	0.0	2.2	2	0	0	2	2	0	0	-
GCF_001398215.1_7501_6_50_genomic_CDS_0792	Rad51	PF08423.14	1.1e-12	43.7	0.1	2.8e-11	39.1	0.1	2.1	1	1	0	1	1	1	1	-
GCF_001729905.1_ASM172990v1_genomic_CDS_0054	Radical_SAM	PF04055.24	3.2e-19	65.8	0.0	5.6e-19	65.0	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000441655.1_ASM44165v1_genomic_CDS_0778	Radical_SAM	PF04055.24	8.2e-17	58.0	0.0	1.2e-16	57.4	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0891	Radical_SAM	PF04055.24	1.3e-13	47.6	0.0	2.2e-13	46.8	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0434	Radical_SAM	PF04055.24	1E-12	44.7	0.0	1.5e-12	44.1	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0567	Radical_SAM	PF04055.24	6.5e-11	38.8	0.0	1.1e-10	38.1	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	Ras	PF00071.25	1.7e-11	39.9	0.1	1.1e-06	24.3	0.0	2.9	2	2	0	2	2	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0065	Ras	PF00071.25	0,00000005	28.6	0.0	0,0000001	27.7	0.0	1.5	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0095	Ras	PF00071.25	8.9e-07	24.6	0.0	1.9e-06	23.5	0.0	1.6	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0094	RBFA	PF02033.21	1.1e-24	82.7	0.1	1.3e-24	82.5	0.1	1.0	1	0	0	1	1	1	1	-
GCF_002777015.1_ASM277701v1_genomic_CDS_0258	Rce1-like	PF02517.19	1.5e-17	59.7	3.9	1.5e-17	59.7	3.9	2.3	2	1	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0792	RecA	PF00154.24	6.2e-131	431.5	1.5	7.5e-131	431.2	1.5	1.1	1	0	0	1	1	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0648	RecC_C	PF17946.4	2.4e-07	26.7	0.2	0.00021	17.1	0.0	2.6	2	0	0	2	2	0	0	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0456	RecJ_OB	PF17768.4	7.9e-20	67.2	0.0	1.4e-19	66.4	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0479	RecO_C	PF02565.18	7.9e-08	28.1	0.1	1.1e-07	27.6	0.1	1.2	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0614	Redoxin	PF08534.13	4.4e-19	64.6	0.0	5.2e-19	64.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0082	Regulator_TrmB	PF11495.11	7.1e-08	27.9	0.0	4.3e-05	18.7	0.0	2.2	2	0	0	2	2	0	0	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0774	Relaxase	PF03432.17	2.8e-33	111.5	0.5	2.8e-33	111.5	0.5	2.1	2	0	0	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0770	RepC	PF06504.14	1E-35	119.2	0.0	1.2e-35	118.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0606	ResIII	PF04851.18	3.2e-13	46.0	0.0	4E-11	39.1	0.0	2.8	3	0	0	3	3	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0722	ResIII	PF04851.18	5.1e-13	45.3	0.0	1.5e-12	43.7	0.0	1.8	1	0	0	1	1	1	1	-
